"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, -4.500000000000000e-01, 3.000000000000000e-01, 9.187744096421573e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.976877531185023e+06, 7.907510124740092e+05, 2.998204223092367e+02, 0.000000000000000e+00, 1.189713624832585e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.845066413411746e-05, 5.814563694421625e+00, 0.000000000000000e+00, -5.571497040846325e-02, 3.119695472605105e+02
1, 0.000000000000000e+00, 3.000000000000000e-01, 8.262782820864809e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.912059192353393e+06, 7.648236769413571e+05, 3.224521904577022e+02, 0.000000000000000e+00, 1.145057730332593e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.950274942748306e-05, -1.261805145206337e+00, 2.037859759247325e-01, -6.376551784250808e+00, 1.673345734154553e+02
2, 5.000000000000000e-01, 1.000000000000000e-01, 7.403325766611367e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.839306538821435e+06, 7.357226155285739e+05, 3.461924493750277e+02, 0.000000000000000e+00, 1.094935575410408e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.056767140111727e-05, 1.323058394988431e+01, -6.779023590527847e+00, -2.894050018306204e+01, 3.968766912341343e+02
3, 7.000000000000000e-01, 5.000000000000000e-02, 2.388839987617922e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.452605743184546e+05, 2.181042297273818e+05, 3.180587684976526e+02, 0.000000000000000e+00, 2.034165838624966e+07, 0.000000000000000e+00, 0.000000000000000e+00, 1.930143007127928e-05, 1.237525162697783e+02, 2.181264973096777e+01, -1.691085053278217e+02, 5.524694727578841e+02
4, 1.300000000000000e+00, 2.300000000000000e-01, 5.793574906611454e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.182072736277293e+05, 4.728290945109172e+04, 2.843072345060416e+02, 0.000000000000000e+00, -9.079717547273109e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.770696965996856e-05, -1.482596608534545e+01, -2.720309854487105e+00, -2.777582999487731e+00, 1.050139449744418e+02
5, 1.700000000000000e+00, 2.500000000000000e-01, 5.924086174606318e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.224022480408704e+05, 4.896089921634815e+04, 2.879110699142097e+02, 0.000000000000000e+00, -8.790709315652123e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.788144585131730e-05, -2.649058717155525e+01, 3.004247267614588e-02, -1.509961327313959e+01, 1.880593693924014e+02
6, 3.000000000000000e+00, 2.500000000000000e-01, 1.169741634869582e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.622867004721415e+05, 1.049146801888566e+05, 3.124472152580781e+02, 0.000000000000000e+00, 8.464789593916759e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.904228127878813e-05, -6.039514848708158e+00, -7.492509130834860e+00, -5.883159005135536e+00, 2.444615161671502e+02
7, 3.000000000000000e+00, 2.500000000000000e+00, 1.014635356074848e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.068901547980629e+05, 8.275606191922515e+04, 2.841320138323987e+02, 0.000000000000000e+00, -2.970006226554641e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.769845957628018e-05, 3.863702800003392e-02, 1.805095963094885e-02, 2.657114617845321e-01, 1.980684745527884e+01
8, 1.300000000000000e+01, 2.500000000000000e+00, 1.161212458582010e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500015203497959e+05, 1.000006081399183e+05, 3.000000310774980e+02, 0.000000000000000e+00, 1.047428572058060e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916398248050e-05, 2.103008638151546e-03, 0.000000000000000e+00, 6.832395174595805e-07, 1.019938288564487e+01
9, 1.300000000000000e+01, -2.500000000000000e+00, 1.161217719478921e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500026318481661e+05, 1.000010527392664e+05, 3.000000057113772e+02, 0.000000000000000e+00, 1.813183370069457e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916278222301e-05, 2.255299574617371e-03, 0.000000000000000e+00, 7.194008068451844e-07, 1.056225135232373e+01
