"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, -4.500000000000000e-01, 3.000000000000000e-01, 9.228114602633385e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.986697165015393e+06, 7.946788660061569e+05, 2.999915551378418e+02, 0.000000000000000e+00, 1.196478755507973e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.845876292077046e-05, 3.547261117730073e+00, 0.000000000000000e+00, -1.439874860425533e-01, 2.440965670763014e+02
1, 0.000000000000000e+00, 3.000000000000000e-01, 8.568077679856316e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.980260232896267e+06, 7.921040931585067e+05, 3.220543781732411e+02, 0.000000000000000e+00, 1.192044100643368e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.948457675137805e-05, 1.089745851879928e+00, -1.759977939374826e-01, -7.689928913458943e+00, 1.585022893637099e+02
2, 5.000000000000000e-01, 1.000000000000000e-01, 8.291521692678479e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.897671644879086e+06, 7.590686579516341e+05, 3.189166281495832e+02, 0.000000000000000e+00, 1.135145584885681e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.934084743590478e-05, 1.239552563862580e+01, -6.351160390163415e+00, -5.463490450737412e+00, 4.323265205618731e+02
3, 7.000000000000000e-01, 5.000000000000000e-02, 2.460470476558516e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.524642162980612e+05, 2.209856865192244e+05, 3.128789402295778e+02, 0.000000000000000e+00, 2.083794552050132e+07, 0.000000000000000e+00, 0.000000000000000e+00, 1.906229999529191e-05, 1.222296222329589e+02, 2.154422404392876e+01, -1.595602134250013e+02, 5.642209891638659e+02
4, 1.300000000000000e+00, 2.300000000000000e-01, 7.432225527941980e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.680465383152591e+05, 6.721861532610361e+04, 3.150656287663631e+02, 0.000000000000000e+00, -5.646095233031611e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.916348642146750e-05, -2.706524344631637e+01, -4.966006804364778e+00, -2.021701732265419e+01, 1.484900275341298e+02
5, 1.700000000000000e+00, 2.500000000000000e-01, 7.501572586161214e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.577557420735368e+05, 6.310229682941469e+04, 2.930374973232190e+02, 0.000000000000000e+00, -6.355068526045128e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.812783740294574e-05, -1.080343581473801e+01, 1.225197173512519e-02, -1.143607812761620e+00, 1.333067806018796e+02
6, 3.000000000000000e+00, 2.500000000000000e-01, 1.206625153576741e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.661703931416346e+05, 1.064681572566538e+05, 3.073814877077141e+02, 0.000000000000000e+00, 1.114041771468318e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.880636382219567e-05, 1.982916945857356e-01, 2.459969665560357e-01, -3.201667644365019e+00, 4.555301134971401e+01
7, 3.000000000000000e+00, 2.500000000000000e+00, 1.286891624667060e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.887439055512331e+05, 1.154975622204932e+05, 3.126519838040096e+02, 0.000000000000000e+00, 2.669219529534203e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.905177791775485e-05, 8.010693400985455e-02, 3.742542081574436e-02, 1.847922037293524e-01, 2.983764240071400e+01
8, 1.300000000000000e+01, 2.500000000000000e+00, 1.143665429514691e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.494827307129165e+05, 9.979309228516657e+04, 3.039707759142619e+02, 0.000000000000000e+00, -3.563670888279332e+04, 0.000000000000000e+00, 0.000000000000000e+00, 1.864644707487700e-05, 1.187071938133781e+00, 0.000000000000000e+00, -2.631357663381679e-01, 2.380682475274795e+02
9, 1.300000000000000e+01, -2.500000000000000e+00, 1.147301115437697e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.511245631621722e+05, 1.004498252648689e+05, 3.050015982424233e+02, 0.000000000000000e+00, 7.747556452963849e+04, 0.000000000000000e+00, 0.000000000000000e+00, 1.869487100419457e-05, 1.221597609924073e+00, 0.000000000000000e+00, -6.520041598433270e-01, 2.412625279428686e+02
