"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, -4.500000000000000e-01, 3.000000000000000e-01, 9.232123076065303e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.987812898744030e+06, 7.951251594976119e+05, 3.000297053241126e+02, 0.000000000000000e+00, 1.197247428210393e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.846056805521913e-05, 3.282370431903313e+00, 0.000000000000000e+00, -2.014763200556086e-01, 2.348338631575883e+02
1, 0.000000000000000e+00, 3.000000000000000e-01, 8.621348895787731e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.004807617067744e+06, 8.019230468270974e+05, 3.240319389240809e+02, 0.000000000000000e+00, 1.208955755856558e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.957480507257607e-05, 7.671514983397432e-01, -1.238976694343093e-01, -6.972911642903147e+00, 1.327861989103261e+02
2, 5.000000000000000e-01, 1.000000000000000e-01, 8.488464594248880e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.952851852279124e+06, 7.811407409116494e+05, 3.205756216294159e+02, 0.000000000000000e+00, 1.173161392827698e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.941692701565843e-05, 1.222331274574515e+01, -6.262922768312932e+00, -4.926008607337602e+00, 4.326794974485102e+02
3, 7.000000000000000e-01, 5.000000000000000e-02, 2.512409253418217e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.699435650052697e+05, 2.279774260021078e+05, 3.161053214067886e+02, 0.000000000000000e+00, 2.204216637198785e+07, 0.000000000000000e+00, 0.000000000000000e+00, 1.921147542534929e-05, 1.238992090256425e+02, 2.183850583311570e+01, -1.623838433512233e+02, 5.695685012613682e+02
4, 1.300000000000000e+00, 2.300000000000000e-01, 6.919779901651411e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.579058071942316e+05, 6.316232287769264e+04, 3.179773295195380e+02, 0.000000000000000e+00, -6.344729951625185e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.929768533933578e-05, -2.671347478474810e+01, -4.901463303384444e+00, -9.061156769361425e+00, 1.413554357369381e+02
5, 1.700000000000000e+00, 2.500000000000000e-01, 7.506812238203745e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.594042720406062e+05, 6.376170881624244e+04, 2.958930330570551e+02, 0.000000000000000e+00, -6.241494834376248e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.826418079118555e-05, -1.635189382988111e+01, 1.854437277686826e-02, -5.761968584625934e+00, 1.628368677590680e+02
6, 3.000000000000000e+00, 2.500000000000000e-01, 1.267484671928718e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.858627872127405e+05, 1.143451148850962e+05, 3.142716780745137e+02, 0.000000000000000e+00, 2.470727993211563e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.912678745294851e-05, 1.384978011798220e-02, 1.718177810527925e-02, -2.644726764683127e+00, 1.213205140025372e+01
7, 3.000000000000000e+00, 2.500000000000000e+00, 1.125446591351329e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.394306009175547e+05, 9.577224036702188e+04, 2.964456636744445e+02, 0.000000000000000e+00, -7.281673348340605e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.829049355879849e-05, -3.577244708199574e-02, -1.671264669158282e-02, 4.238241252068465e-01, 1.942250840643480e+01
8, 1.300000000000000e+01, 2.500000000000000e+00, 1.146198757005481e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.510816011201248e+05, 1.004326404480499e+05, 3.052427045685907e+02, 0.000000000000000e+00, 7.451574104178563e+04, 0.000000000000000e+00, 0.000000000000000e+00, 1.870618566734412e-05, 1.861663651681563e+00, 0.000000000000000e+00, -7.860724229303039e-01, 2.975122740152821e+02
9, 1.300000000000000e+01, -2.500000000000000e+00, 1.150873243629527e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.534010067016853e+05, 1.013604026806741e+05, 3.068111787161075e+02, 0.000000000000000e+00, 2.343086836253679e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.877968466798580e-05, 2.094332135476590e+00, 0.000000000000000e+00, -1.571863181191771e+00, 3.149617255285104e+02
10, 3.000000000000000e+00, -2.500000000000000e+00, 1.182646211565329e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.563592648428688e+05, 1.025437059371475e+05, 3.020539428841690e+02, 0.000000000000000e+00, 4.381146833434080e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.855618815425571e-05, -4.929434942758489e-03, 2.302998852667283e-03, 4.214163594221647e-01, 6.079839082210393e+00
11, 3.000000000000000e+00, -2.500000000000000e-01, 1.131900345292430e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.400631646927720e+05, 9.602526587710879e+04, 2.955341492291159e+02, 0.000000000000000e+00, -6.845875367093434e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.824708025801125e-05, -2.171276781692438e+00, 2.693645353970221e+00, -2.637135198586831e-01, 1.483024766361463e+02
12, 1.700000000000000e+00, -2.500000000000000e-01, 5.407581489161328e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.205741849783945e+05, 4.822967399135780e+04, 3.107002472726459e+02, 0.000000000000000e+00, -8.916651746033290e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.896113652271028e-05, -4.356708958975643e+01, -4.940861098323202e-02, -1.726755332054534e+01, 2.252863601568415e+02
13, 1.300000000000000e+00, -2.300000000000000e-01, 4.001381581827371e-01, 0.000000000000000e+00, 0.000000000000000e+00, 8.545437779310919e+04, 3.418175111724367e+04, 2.975874994958176e+02, 0.000000000000000e+00, -1.133619293267176e+07, 0.000000000000000e+00, 0.000000000000000e+00, 1.834478528207067e-05, 9.302903757378647e+00, -1.706922886320664e+00, 4.339548656346333e+00, 9.621283303465756e+01
14, 7.000000000000000e-01, -5.000000000000000e-02, 2.328824621726653e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.303950733132767e+05, 2.121580293253107e+05, 3.173606185567464e+02, 0.000000000000000e+00, 1.931751574923902e+07, 0.000000000000000e+00, 0.000000000000000e+00, 1.926931228544760e-05, 9.218955251841417e+01, -1.624935364460582e+01, -1.166049601959819e+02, 6.492106668938194e+02
15, 5.000000000000000e-01, -1.000000000000000e-01, 8.313126061652531e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.917761034752893e+06, 7.671044139011572e+05, 3.214552038629100e+02, 0.000000000000000e+00, 1.148985953073831e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.945718450491757e-05, 1.360974725897434e+01, 6.973297480666582e+00, -4.447174026241611e+00, 3.616927886151021e+02
16, 0.000000000000000e+00, -3.000000000000000e-01, 8.280386758345124e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.999031361802981e+06, 7.996125447211920e+05, 3.364025832075632e+02, 0.000000000000000e+00, 1.204976267175456e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.013310558122080e-05, 4.150504609049975e-01, 6.703211141525087e-02, -1.034865865168175e+01, 7.738497052872710e+01
17, -4.500000000000000e-01, -3.000000000000000e-01, 9.231956813560062e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.987719145651116e+06, 7.950876582604462e+05, 3.000209578568459e+02, 0.000000000000000e+00, 1.197182838029563e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.846015416528964e-05, 3.091487673366986e+00, 0.000000000000000e+00, -2.109784186103691e-01, 2.279063955927468e+02
18, -4.400000000000099e-01, 3.000000000000000e-01, 9.275990887282649e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.997520403462013e+06, 7.990081613848051e+05, 3.000690804350704e+02, 0.000000000000000e+00, 1.203935308744797e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.846243103170286e-05, 3.139549069494575e+00, 0.000000000000000e+00, -1.968619262876513e-01, 1.730878735916014e+02
19, -4.300000000000272e-01, 3.000000000000000e-01, 9.264202971600326e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.995210303128712e+06, 7.980841212514845e+05, 3.001034263488484e+02, 0.000000000000000e+00, 1.202343790069252e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.846405596182936e-05, 3.272492854957115e+00, 0.000000000000000e+00, -2.305331985957666e-01, 2.054443345746427e+02
20, -4.200000000000297e-01, 3.000000000000000e-01, 9.263369800962664e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.995215745532844e+06, 7.980862982131374e+05, 3.001312370773713e+02, 0.000000000000000e+00, 1.202347539554801e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.846537164127275e-05, 3.205783806951205e+00, 0.000000000000000e+00, -2.313147603566112e-01, 1.898645089649559e+02
21, -4.100000000000504e-01, 3.000000000000000e-01, 9.254607360334687e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.993520209727194e+06, 7.974080838908775e+05, 3.001601138839924e+02, 0.000000000000000e+00, 1.201179418473285e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.846673769230529e-05, 3.095602620916536e+00, 0.000000000000000e+00, -2.351633206003962e-01, 2.045041536624103e+02
