"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, -4.500000000000000e-01, 3.000000000000000e-01, 9.541027751235104e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.337134192724014e+06, 9.348536770896052e+05, 3.413334315253983e+02, 0.000000000000000e+00, 1.437908561027928e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.035276747522046e-05, -2.255974412816403e+01, 0.000000000000000e+00, -3.246563179307451e+01, 5.676784238083927e+02
1, 0.000000000000000e+00, 3.000000000000000e-01, 1.056746237452405e+01, 0.000000000000000e+00, 0.000000000000000e+00, 3.288050529801384e+06, 1.315220211920553e+06, 4.335688868856401e+02, 0.000000000000000e+00, 2.093032101560942e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.419638951717796e-05, -1.851835095515374e+01, 2.990778914041915e+00, -7.397371256283608e+01, 5.843299530354922e+02
2, 5.000000000000000e-01, 1.000000000000000e-01, 7.931618196190897e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.198071330693403e+06, 1.279228532277361e+06, 5.618452096133636e+02, 0.000000000000000e+00, 2.031041904110849e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.888249924726039e-05, 2.588117218321132e+01, -1.326087173816971e+01, -3.485101604031050e+02, 4.091437135724157e+02
3, 7.000000000000000e-01, 5.000000000000000e-02, 2.691636776403322e+00, 0.000000000000000e+00, 0.000000000000000e+00, 9.004498483682140e+05, 3.601799393472855e+05, 4.661582904415102e+02, 0.000000000000000e+00, 4.481203981749187e+07, 0.000000000000000e+00, 0.000000000000000e+00, 2.545038523842493e-05, 1.965398959857753e+02, 3.464217163837581e+01, -4.225483790848319e+02, 5.604881709171049e+02
4, 1.300000000000000e+00, 2.300000000000000e-01, 1.273166091249066e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.357324942300476e+05, 1.342929976920190e+05, 3.674503371610834e+02, 0.000000000000000e+00, 5.906447598885352e+06, 0.000000000000000e+00, 0.000000000000000e+00, 2.149035263388221e-05, -1.990040040287493e+01, -3.651381300385490e+00, 1.121030877782792e+01, 1.486059845912028e+02
5, 1.700000000000000e+00, 2.500000000000000e-01, 1.444992608045734e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.944900408596411e+05, 1.577960163438564e+05, 3.804177344667557e+02, 0.000000000000000e+00, 9.954485315780846e+06, 0.000000000000000e+00, 0.000000000000000e+00, 2.203983552001514e-05, -1.876589680729257e+01, 2.128204778646145e-02, 3.396725585319119e+00, 2.005627412753678e+02
6, 3.000000000000000e+00, 2.500000000000000e-01, 1.181367770879674e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.670363006578630e+05, 1.468145202631452e+05, 4.329265664558324e+02, 0.000000000000000e+00, 8.063089534618760e+06, 0.000000000000000e+00, 0.000000000000000e+00, 2.417118142262198e-05, 1.583024162545996e+01, 1.963870159992253e+01, -4.877136078326242e+01, 3.133443940614787e+02
7, 3.000000000000000e+00, 2.500000000000000e+00, 1.160873972925064e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.499001615826650e+05, 9.996006463306597e+04, 2.999658393178034e+02, 0.000000000000000e+00, -6.878259936810028e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.845754607435048e-05, -2.202222297638893e-06, -1.028863446562718e-06, -3.567808187681630e-06, 1.533709567042739e-01
8, 1.300000000000000e+01, 2.500000000000000e+00, 1.161216272535266e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500023614715703e+05, 1.000009445886281e+05, 3.000000550800885e+02, 0.000000000000000e+00, 1.626910334410525e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916511821932e-05, 3.106332574017584e-03, 0.000000000000000e+00, 1.398040240837260e-05, 1.239589900460141e+01
9, 1.300000000000000e+01, -2.500000000000000e+00, 1.161224673478079e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500041359252436e+05, 1.000016543700974e+05, 3.000000140227176e+02, 0.000000000000000e+00, 2.849401028541425e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916317549358e-05, 3.353205450656595e-03, 0.000000000000000e+00, 2.125689188951216e-05, 1.287910702358941e+01
10, 3.000000000000000e+00, -2.500000000000000e+00, 1.160871844853645e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.498995087972344e+05, 9.995980351889374e+04, 2.999656056374673e+02, 0.000000000000000e+00, -6.923232884041229e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.845753501660213e-05, -2.034719491416457e-06, 9.506072620180726e-07, 1.116816685089399e-05, 1.230341210175333e-01
11, 3.000000000000000e+00, -2.500000000000000e-01, 1.106223517019553e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.418010657698973e+05, 1.367204263079589e+05, 4.305472923577703e+02, 0.000000000000000e+00, 6.324535281066041e+06, 0.000000000000000e+00, 0.000000000000000e+00, 2.407763383421413e-05, 1.735052905061158e+01, -2.152474173729060e+01, -4.660002554447863e+01, 3.140827569606315e+02
12, 1.700000000000000e+00, -2.500000000000000e-01, 1.412484625776673e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.857960855286758e+05, 1.543184342114703e+05, 3.805961790934734e+02, 0.000000000000000e+00, 9.355524652725743e+06, 0.000000000000000e+00, 0.000000000000000e+00, 2.204732919898345e-05, -2.633084944582565e+01, -2.986131755362241e-02, -9.020151382438896e-01, 2.434370999824099e+02
