"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, -4.500000000000000e-01, 3.000000000000000e-01, 7.607402147080328e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.884584064023634e+06, 7.538336256094535e+05, 3.451989581163253e+02, 0.000000000000000e+00, 1.126129037401191e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.052385583774656e-05, 6.931144448165557e+00, 0.000000000000000e+00, -4.688747228429602e+01, 2.786268091754296e+02
1, 0.000000000000000e+00, 3.000000000000000e-01, 7.440538199650994e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.772174644759701e+06, 7.088698579038802e+05, 3.318887294832061e+02, 0.000000000000000e+00, 1.048685782021032e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.993059882402066e-05, 2.479583987406938e+00, -4.004615488221303e-01, -1.736150522813677e+01, 2.178178391563802e+02
2, 5.000000000000000e-01, 1.000000000000000e-01, 7.209721706603359e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.768246782017380e+06, 7.072987128069518e+05, 3.417548697382389e+02, 0.000000000000000e+00, 1.045979723405628e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.037146763053052e-05, 1.408778320387109e+01, -7.218231261676032e+00, -3.096871841229056e+01, 4.080337103417596e+02
3, 7.000000000000000e-01, 5.000000000000000e-02, 2.301609243786575e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.123196926854055e+05, 2.049278770741622e+05, 3.101700022875835e+02, 0.000000000000000e+00, 1.807223192229291e+07, 0.000000000000000e+00, 0.000000000000000e+00, 1.893646285766100e-05, 1.210015655488129e+02, 2.132776646303679e+01, -1.657276397128014e+02, 5.465622782985944e+02
4, 1.300000000000000e+00, 2.300000000000000e-01, 1.003278264477725e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.601098138102519e+05, 1.040439255241007e+05, 3.612648193996265e+02, 0.000000000000000e+00, 6.965047038583878e+05, 0.000000000000000e+00, 0.000000000000000e+00, 2.122474523335269e-05, -2.167524325823949e+01, -3.977034447156581e+00, 8.859624699349769e+00, 1.393980210023027e+02
5, 1.700000000000000e+00, 2.500000000000000e-01, 9.938550990205561e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.448742066714818e+05, 9.794968266859269e+04, 3.433288575778689e+02, 0.000000000000000e+00, -3.531359955114712e+05, 0.000000000000000e+00, 0.000000000000000e+00, 2.044120643869497e-05, -2.477609660828438e+01, 2.809810143337244e-02, 6.661670650343559e+00, 2.060689627737362e+02
6, 3.000000000000000e+00, 2.500000000000000e-01, 8.575975464050147e-01, 0.000000000000000e+00, 0.000000000000000e+00, 2.060335317156940e+05, 8.241341268627757e+04, 3.347685982677785e+02, 0.000000000000000e+00, -3.029022348661520e+06, 0.000000000000000e+00, 0.000000000000000e+00, 2.005995765950430e-05, 6.881966939869281e-01, 8.537639434085278e-01, 1.221437498009341e+01, 6.707358509220622e+01
7, 3.000000000000000e+00, 2.500000000000000e+00, 1.849228949564790e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.834458438965157e+05, 1.933783375586062e+05, 3.642901964908039e+02, 0.000000000000000e+00, 1.608299929373904e+07, 0.000000000000000e+00, 0.000000000000000e+00, 2.135494349999782e-05, 4.569374945297247e-01, 2.134781243426832e-01, -4.619869799678581e-01, 7.621128529650152e+01
8, 1.300000000000000e+01, 2.500000000000000e+00, 1.161213964382383e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500018586253625e+05, 1.000007434501450e+05, 3.000000479811756e+02, 0.000000000000000e+00, 1.280479870297769e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916478231762e-05, 2.505502218015287e-03, 0.000000000000000e+00, 9.002696207964720e-07, 1.113271332407294e+01
9, 1.300000000000000e+01, -2.500000000000000e+00, 1.161220435839924e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500032143415241e+05, 1.000012857366096e+05, 3.000000029255881e+02, 0.000000000000000e+00, 2.214485878095635e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916265040687e-05, 2.701274366327775e-03, 0.000000000000000e+00, 7.143221499510591e-06, 1.155950504968272e+01
10, 3.000000000000000e+00, -2.500000000000000e+00, 1.828461648827141e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.760673410230637e+05, 1.904269364092254e+05, 3.628046713067656e+02, 0.000000000000000e+00, 1.557466530705566e+07, 0.000000000000000e+00, 0.000000000000000e+00, 2.129108263044784e-05, 2.743653064598674e-01, -1.281816259522830e-01, 1.822266448652615e+00, 4.915465354837387e+01
