"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, -4.500000000000000e-01, 3.000000000000000e-01, 9.243601212056031e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.990282710274997e+06, 7.961130841099987e+05, 3.000294639433226e+02, 0.000000000000000e+00, 1.198948978190688e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.846055663426884e-05, 2.713885439416839e+00, 0.000000000000000e+00, -1.668337971273990e-01, 2.136646907049196e+02
1, 0.000000000000000e+00, 3.000000000000000e-01, 8.570508477948785e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.985089391549921e+06, 7.940357566199681e+05, 3.227481906410973e+02, 0.000000000000000e+00, 1.195371097342889e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.951626394777813e-05, 1.055713882693477e+00, -1.705015110291044e-01, -7.381322325394524e+00, 1.557764970214234e+02
2, 5.000000000000000e-01, 1.000000000000000e-01, 8.384114198034279e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.922888773390992e+06, 7.691555093563966e+05, 3.195856830756301e+02, 0.000000000000000e+00, 1.152518653228971e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.937155308261733e-05, 1.223562065075889e+01, -6.269229034064629e+00, -5.058398784840284e+00, 4.312359271332336e+02
3, 7.000000000000000e-01, 5.000000000000000e-02, 2.490601679278682e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.624273342508312e+05, 2.249709337003324e+05, 3.146679273259514e+02, 0.000000000000000e+00, 2.152434377169002e+07, 0.000000000000000e+00, 0.000000000000000e+00, 1.914510908508750e-05, 1.231784212469600e+02, 2.171145959744572e+01, -1.610376386842263e+02, 5.673993500278192e+02
4, 1.300000000000000e+00, 2.300000000000000e-01, 7.088307379796397e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.618759454605808e+05, 6.475037818423229e+04, 3.182219351720929e+02, 0.000000000000000e+00, -6.071211563514390e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.930893138380025e-05, -2.831936744453891e+01, -5.196116994248843e+00, -1.361417378833487e+01, 1.472181000087257e+02
5, 1.700000000000000e+00, 2.500000000000000e-01, 7.562869104802068e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.596175440092341e+05, 6.384701760369365e+04, 2.940927896503043e+02, 0.000000000000000e+00, -6.226801692431347e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.817829907427147e-05, -1.232385058291370e+01, 1.397624529816552e-02, -2.164738151669385e+00, 1.425622007914633e+02
6, 3.000000000000000e+00, 2.500000000000000e-01, 1.225412034688569e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.727775451236303e+05, 1.091110180494521e+05, 3.101821572278730e+02, 0.000000000000000e+00, 1.569234371543774e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.893702869039784e-05, 6.493631669550612e-02, 8.055877962911726e-02, -3.809396758392330e+00, 2.608894607706323e+01
7, 3.000000000000000e+00, 2.500000000000000e+00, 1.241268112450248e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.747870454463520e+05, 1.099148181785408e+05, 3.084757241451512e+02, 0.000000000000000e+00, 1.707676726017333e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.885748453757856e-05, -7.925310316572745e-02, -3.702651678774873e-02, 4.918567092901975e-01, 2.944768440123480e+01
8, 1.300000000000000e+01, 2.500000000000000e+00, 1.145279447323602e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.502057689437107e+05, 1.000823075774843e+05, 3.044221076261143e+02, 0.000000000000000e+00, 1.417622914648572e+04, 0.000000000000000e+00, 0.000000000000000e+00, 1.866765870486265e-05, 8.818265505634991e-01, 0.000000000000000e+00, -4.297134453228798e-01, 2.051006413901057e+02
9, 1.300000000000000e+01, -2.500000000000000e+00, 1.149794537704351e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.519888918034103e+05, 1.007955567213641e+05, 3.053876655207004e+02, 0.000000000000000e+00, 1.370225527928048e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.871298630595919e-05, 1.945745543764320e+00, 0.000000000000000e+00, -6.921702084399827e-01, 3.045226460672443e+02
10, 3.000000000000000e+00, -2.500000000000000e+00, 1.347422712886100e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.081975366834289e+05, 1.232790146733715e+05, 3.187246376688351e+02, 0.000000000000000e+00, 4.009456436465213e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.933203032428972e-05, 8.186193521008821e-02, -3.824534557310891e-02, -1.680218077828534e-01, 2.538460020575377e+01
11, 3.000000000000000e+00, -2.500000000000000e-01, 1.124874869761611e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.371023289692962e+05, 9.484093158771844e+04, 2.937121700436746e+02, 0.000000000000000e+00, -8.885711161756319e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.816010882385692e-05, -9.117113912423421e-01, 1.131052095195079e+00, -2.691779484441504e-02, 9.625924406169270e+01
12, 1.700000000000000e+00, -2.500000000000000e-01, 5.664315185000555e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.344443583543205e+05, 5.377774334172819e+04, 3.307390755656900e+02, 0.000000000000000e+00, -7.961081131086116e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.987880148890309e-05, -5.307348710931897e+01, -6.018963632412219e-02, -3.122551658804722e+01, 2.427396789686568e+02
