"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, -4.500000000000000e-01, 3.000000000000000e-01, 9.110583023956506e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.962856975969573e+06, 7.851427903878288e+05, 3.002153004459856e+02, 0.000000000000000e+00, 1.180054314738896e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.846934817907210e-05, 8.110341164408780e+00, 0.000000000000000e+00, -1.204871325759067e+00, 3.665238778386998e+02
1, 0.000000000000000e+00, 3.000000000000000e-01, 8.739478658098877e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.029872066739745e+06, 8.119488266958977e+05, 3.236484099555672e+02, 0.000000000000000e+00, 1.226223637762026e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.955732758694171e-05, 7.642431896845693e-01, -1.234279673413701e-01, -1.701666377989108e+00, 1.335584122113241e+02
2, 5.000000000000000e-01, 1.000000000000000e-01, 8.143499023141402e+00, 0.000000000000000e+00, 0.000000000000000e+00, 1.976709277359693e+06, 7.906837109438770e+05, 3.382377592858692e+02, 0.000000000000000e+00, 1.189597708176765e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.021504783326038e-05, 1.429867063108042e+01, -7.326284757229441e+00, -1.893758213419138e+01, 4.402672331318345e+02
3, 7.000000000000000e-01, 5.000000000000000e-02, 2.460283817893831e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.701572944789585e+05, 2.280629177915833e+05, 3.229236193774217e+02, 0.000000000000000e+00, 2.205689103324980e+07, 0.000000000000000e+00, 0.000000000000000e+00, 1.952427061589906e-05, 1.274832152265147e+02, 2.247022367005098e+01, -1.733869560592413e+02, 5.625634529581962e+02
4, 1.300000000000000e+00, 2.300000000000000e-01, 7.495252589701920e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.732139114913571e+05, 6.928556459654280e+04, 3.220229561447851e+02, 0.000000000000000e+00, -5.290094638827371e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.948314087007861e-05, -2.479045670361046e+01, -4.548622550453927e+00, -4.406870986423928e+00, 1.403727577459905e+02
5, 1.700000000000000e+00, 2.500000000000000e-01, 6.409455870333305e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.638344467435960e+05, 6.553377869743838e+04, 3.561839893463837e+02, 0.000000000000000e+00, -5.936282732802441e+06, 0.000000000000000e+00, 0.000000000000000e+00, 2.100483246593828e-05, -4.530767195652611e+01, 5.138257177761970e-02, -4.467016973998326e+01, 2.177801857927315e+02
6, 3.000000000000000e+00, 2.500000000000000e-01, 1.127305262837493e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.440901950712574e+05, 9.763607802850296e+04, 3.017165524214346e+02, 0.000000000000000e+00, -4.071496279763982e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.854027237777804e-05, -1.792850647240126e+00, -2.224176971357744e+00, -1.217642150307047e+00, 1.342951069629679e+02
7, 3.000000000000000e+00, 2.500000000000000e+00, 1.364100180799736e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.133523045163204e+05, 1.253409218065281e+05, 3.200935795725943e+02, 0.000000000000000e+00, 4.364588599163014e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.939484125741059e-05, 1.033197186835605e-01, 4.827027769931748e-02, 4.628725318839234e-01, 3.427066125843347e+01
8, 1.300000000000000e+01, 2.500000000000000e+00, 1.161211897685642e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500013872017384e+05, 1.000005548806953e+05, 3.000000162087365e+02, 0.000000000000000e+00, 9.556976558656635e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916327893020e-05, 1.960471482294359e-03, 0.000000000000000e+00, 5.737825697282890e-06, 9.847671288097844e+00
9, 1.300000000000000e+01, -2.500000000000000e+00, 1.161216880402598e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500024540368187e+05, 1.000009816147275e+05, 3.000000091149450e+02, 0.000000000000000e+00, 1.690682162626253e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916294327081e-05, 2.111171012115850e-03, 0.000000000000000e+00, -5.982480181102524e-07, 1.021917710040966e+01
10, 3.000000000000000e+00, -2.500000000000000e+00, 1.304101435977026e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.941049083879152e+05, 1.176419633551661e+05, 3.142543052039400e+02, 0.000000000000000e+00, 3.038560030084359e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.912598391167529e-05, 6.897912838601815e-02, -3.222658486737071e-02, 3.494356825201610e-01, 2.317104452550570e+01
11, 3.000000000000000e+00, -2.500000000000000e-01, 1.163867996220906e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.597449660431974e+05, 1.038979864172789e+05, 3.109809242210691e+02, 0.000000000000000e+00, 6.713689109827521e+05, 0.000000000000000e+00, 0.000000000000000e+00, 1.897418876563723e-05, 3.014800793655225e-01, -3.740105462116716e-01, -1.828695262834306e+00, 5.388874286836396e+01
12, 1.700000000000000e+00, -2.500000000000000e-01, 6.397694450770740e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.563443383607829e+05, 6.253773534431313e+04, 3.405249994452451e+02, 0.000000000000000e+00, -6.452305660519298e+06, 0.000000000000000e+00, 0.000000000000000e+00, 2.031686296062078e-05, -4.910796222474600e+01, -5.569240967411696e-02, -4.504340041374226e+01, 2.428004601647691e+02
13, 1.300000000000000e+00, -2.300000000000000e-01, 7.334049500194029e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.689587859216303e+05, 6.758351436865209e+04, 3.210164442541789e+02, 0.000000000000000e+00, -5.583246919418083e+06, 0.000000000000000e+00, 0.000000000000000e+00, 1.943710981020117e-05, -2.971893321519712e+01, 5.452913260746161e+00, -1.486448021982639e+01, 2.197294282030872e+02
14, 7.000000000000000e-01, -5.000000000000000e-02, 2.318911968705260e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.307850570597271e+05, 2.123140228238908e+05, 3.189515833185635e+02, 0.000000000000000e+00, 1.934438325826827e+07, 0.000000000000000e+00, 0.000000000000000e+00, 1.934245245988641e-05, 9.298519573795660e+01, -1.638959391800008e+01, -1.185971108775347e+02, 6.481568486237318e+02
