"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Pressure","Temperature","Mach","Pressure_Coefficient","Velocity_x","Velocity_y","Laminar_Viscosity","Skin_Friction_Coefficient_x","Skin_Friction_Coefficient_y","Heat_Flux","Y_Plus"
0, -4.500000000000000e-01, 3.000000000000000e-01, 2.230346948857433e+01, 0.000000000000000e+00, 0.000000000000000e+00, 4.805833130366855e+06, 1.922333252146742e+06, 3.002524758686836e+02, 0.000000000000000e+00, 3.138692032168437e+08, 0.000000000000000e+00, 0.000000000000000e+00, 1.847110655427254e-05, 4.217475945535104e+01, 0.000000000000000e+00, -3.528337134429334e+01, 1.997207788902913e+03
1, 0.000000000000000e+00, 3.000000000000000e-01, 3.229530459728790e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.079524346483720e+07, 4.318097385934879e+06, 4.657827418443316e+02, 0.000000000000000e+00, 7.265031596470169e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.543620444424056e-05, -2.933411414666853e+01, 4.833279926331961e+00, -5.568371005092056e+01, 1.215441054933617e+03
2, 5.000000000000000e-01, 1.000000000000000e-01, 2.738536009311684e+01, 0.000000000000000e+00, 0.000000000000000e+00, 1.026106407716818e+07, 4.104425630867270e+06, 5.221127278550900e+02, 0.000000000000000e+00, 6.897014476472982e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.749885524034693e-05, 1.709603332725534e+01, -8.769834849028102e+00, -2.395213171353468e+02, 8.080531396294741e+02
3, 7.000000000000000e-01, 5.000000000000000e-02, 1.235407482118699e+01, 0.000000000000000e+00, 0.000000000000000e+00, 3.384206603850481e+06, 1.353682641540192e+06, 3.817130237279590e+02, 0.000000000000000e+00, 2.159277790291467e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.209418934327402e-05, 1.082151759707375e+02, 1.939453112720433e+01, -1.626119866354252e+02, 1.663968691774806e+03
4, 1.300000000000000e+00, 2.300000000000000e-01, 1.170365176384164e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.274690951937956e+05, 1.709876380775182e+05, 5.089482993033774e+02, 0.000000000000000e+00, 1.222654164675374e+07, 0.000000000000000e+00, 0.000000000000000e+00, 2.702794429331462e-05, 4.117812620093240e+01, 7.583473640238068e+00, -6.373674300446784e+01, 2.815007596413070e+02
5, 1.700000000000000e+00, 2.500000000000000e-01, 1.811595750377774e+00, 0.000000000000000e+00, 0.000000000000000e+00, 6.471760710602896e+05, 2.588704284241158e+05, 4.977961054101501e+02, 0.000000000000000e+00, 2.736301646554191e+07, 0.000000000000000e+00, 0.000000000000000e+00, 2.662386302676731e-05, -3.817798481297439e+00, 4.344242368285792e-03, 2.718364732822405e+01, 1.086120050248832e+02
6, 3.000000000000000e+00, 2.500000000000000e-01, 1.203920324690943e+00, 0.000000000000000e+00, 0.000000000000000e+00, 4.926061146902153e+05, 1.970424458760861e+05, 5.701542798942245e+02, 0.000000000000000e+00, 1.671408625697852e+07, 0.000000000000000e+00, 0.000000000000000e+00, 2.916508703993161e-05, 2.582076829604081e+01, 3.181870100886193e+01, -9.402406280549668e+01, 3.621191802513647e+02
7, 3.000000000000000e+00, 2.500000000000000e+00, 1.160872214557030e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.498996136811120e+05, 9.995984547244478e+04, 2.999656360041044e+02, 0.000000000000000e+00, -6.916007022567777e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.845753645355097e-05, -8.299589463130048e-07, -3.726546046176762e-07, 4.161231579358588e-06, 8.935140479560351e-02
8, 1.300000000000000e+01, 2.500000000000000e+00, 1.161234236617894e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500062410829134e+05, 1.000024964331653e+05, 3.000000695522223e+02, 0.000000000000000e+00, 4.299726669468023e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916580300221e-05, 2.447555049932262e-03, 0.000000000000000e+00, 5.383722090192188e-05, 2.200663431781709e+01
9, 1.300000000000000e+01, -2.500000000000000e+00, 1.161238455307926e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.500071648408655e+05, 1.000028659363462e+05, 3.000000881531336e+02, 0.000000000000000e+00, 4.936139733941023e+02, 0.000000000000000e+00, 0.000000000000000e+00, 1.845916668314787e-05, 2.348136497013389e-03, 0.000000000000000e+00, 4.938613008210235e-05, 2.155508948441070e+01
10, 3.000000000000000e+00, -2.500000000000000e+00, 1.160871885675693e+00, 0.000000000000000e+00, 0.000000000000000e+00, 2.498995249083359e+05, 9.995980996333434e+04, 2.999656144280581e+02, 0.000000000000000e+00, -6.922122927103096e+03, 0.000000000000000e+00, 0.000000000000000e+00, 1.845753543257277e-05, 5.283261459066201e-07, -2.372203732314871e-07, -1.422258690658924e-06, 7.245317394281052e-02
11, 3.000000000000000e+00, -2.500000000000000e-01, 1.281594254035424e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.392373497800186e+05, 2.156949399120074e+05, 5.862998061639842e+02, 0.000000000000000e+00, 1.992669483675662e+07, 0.000000000000000e+00, 0.000000000000000e+00, 2.970786211424535e-05, 3.689234313928041e+01, -4.546210331189086e+01, -1.168095730542686e+02, 5.120385349723845e+02
12, 1.700000000000000e+00, -2.500000000000000e-01, 1.625092461264111e+00, 0.000000000000000e+00, 0.000000000000000e+00, 5.871780164429009e+05, 2.348712065771603e+05, 5.034797971023694e+02, 0.000000000000000e+00, 2.322951529057590e+07, 0.000000000000000e+00, 0.000000000000000e+00, 2.683040295271010e-05, 4.689015030090489e+00, 5.335592770910219e-03, 1.470967082077652e+01, 1.412919028735506e+02
13, 1.300000000000000e+00, -2.300000000000000e-01, 1.053394906328957e+00, 0.000000000000000e+00, 0.000000000000000e+00, 3.601959428525439e+05, 1.440783771410175e+05, 4.764726089767590e+02, 0.000000000000000e+00, 7.591830471207727e+06, 0.000000000000000e+00, 0.000000000000000e+00, 2.583750252917888e-05, 8.471845859675302e+00, -1.560197739728987e+00, 5.287178252118888e+01, 8.231908337594149e+01
14, 7.000000000000000e-01, -5.000000000000000e-02, 1.044171721016750e+01, 0.000000000000000e+00, 0.000000000000000e+00, 2.850956263782151e+06, 1.140382505512860e+06, 3.804599656478413e+02, 0.000000000000000e+00, 1.791900727605064e+08, 0.000000000000000e+00, 0.000000000000000e+00, 2.204160915772882e-05, 1.241774710373807e+02, -2.225532400992229e+01, -1.762327102820321e+02, 1.772268904033085e+03
